Category,COST ACCOUNT,ITEM,U.O.M.,FOUN.,GF,FF,SF,TF,FOF,RF,BUDGET QTY,ENG. QTY
MECHANICAL,S1.P1.CR.13.4.2,"Provision for auto dialer, GSM converter and other related requirements to make the system fully operational, refer to note 7 of dwg. 1-XE-E-12.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.CR.13.4.3,Addressable fire alarm manual station,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.CR.13.4.4,"Addressable fire alarm horn with flashing light, WP",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.CR.13.4.5,"Addressable smoke detector, Optical type",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.CR.13.5,"Uninterruptible Power Supply System (including wires, conduit, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P1.CR.13.5.1,"Uninterruptible Power Supply - (UPS) @ 15 KVA, 400V,  3 PH,  60 Hz with 20 Minutes Maintenance Free Back-up Batteries",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.CR.13.6,"Local Area Network (LAN) System (including UTP CAT6A cable, conduits, sleeves, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P1.CR.13.6.1,Network Video Recorder ,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.CR.13.6.2,"Rack complete with 8 ports fiber patch panel, 8 GE ports PoE plus switch with 1 x 1G uplinks, and 8 port (UTP CAT. 6A) patch panel.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.CR.13.7,"IP CCTV Security System (including UTP-CAT 6A cable, RJ45 outlet & connectors, conduit, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P1.CR.13.7.1,"Fixed  IP CCTV camera, WP",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.CR.13.7.2,Fixed Dome type Digital IP CCTV camera,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13,ELECTRICAL SYSTEMS,,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.1,        Electrical Service and Distribution (including testing and commissioning).,,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.1.1,"Provision of Automatic Transfer Scheme (ATS), Central Monitoring and Control System for 13.8KV Switchgear, refer to note 19 of dwg. 4-12-E-01.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.2,Electrical Branch Circuit Panelboard,,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.1.2.1,"Panelboard ""ELPA"" including 20A, 1P, 230V lighting contactor coil voltage 230V, auto-off-hand switch, and a fuse.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.3,"Wires and Cables, including PVC conduits",,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.1.3.1,"1 - 4 + 4 N - 4 G mm2 Cu / XLPE / PVC, LV",? ?,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P1.SGR.13.1.4,"Lighting and Branch Wiring (Wiring devices, including junction boxes, conduits, wirings, and all pertinent accessories). ",,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.1.4.1,"Single pole switch, 20 A,  230 V",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.4.2,"Single pole switch, 20 A,  230 V,  3-gang ",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.4.3,"Single outlet 15A, 230V",???,,,,,,, 6.00 , 6.00 , 6.00 
MECHANICAL,S1.P1.SGR.13.1.4.4,"Duplex outlet, 15 A, 230 V",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.4.5,"Special Purpose Outlet, 20A,  230V",???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P1.SGR.13.1.4.6,"Special Purpose Outlet, 20A,  230V, explosion proof",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.4.7,Fan motor switch ,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P1.SGR.13.1.4.8,"Water heater switch, WP",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.4.9,Photocell,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.4.10,"Unfusible Safety Switch, 30 A, 2 P,  230 V, 60 Hz, WP",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.4.11,"CB, 15AT, 100AF, 1P,  230V,  in lockable NEMA1 enclosure ",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.5,"Interior Lighting (Lighting fixtures, including junction boxes, conduits, wirings and all pertinent accessories). ",,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.1.5.1,Type G7,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.1.5.2,Type G8,???,,,,,,, 7.00 , 7.00 , 7.00 
MECHANICAL,S1.P1.SGR.13.1.5.3,Type N5,???,,,,,,, 6.00 , 6.00 , 6.00 
MECHANICAL,S1.P1.SGR.13.1.5.4,Emergency Pack Type G8,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P1.SGR.13.2,"Grounding and Lightning Protection System (including conduits,  exothermic bonding, boxes, testing and all pertinent accessories",,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.2.1,Air Terminal (600 mm ht),???,,,,,,, 8.00 , 8.00 , 8.00 
MECHANICAL,S1.P1.SGR.13.2.2,Grounding Electrode assembly w/cast iron cover inspection pit,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P1.SGR.13.2.3,Grounding Electrode,???,,,,,,, 9.00 , 9.00 , 9.00 
MECHANICAL,S1.P1.SGR.13.2.4,"Grounding bus bar,  8 - ways",???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P1.SGR.13.2.5,"Cables, including trench excavation and backfilling",,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.2.5.1,"16 mm2,  BCW",? ?,,,,,,, 15.00 , 15.00 , 15.00 
MECHANICAL,S1.P1.SGR.13.2.5.2,"50 mm2,  BCW",? ?,,,,,,, 215.00 , 215.00 , 215.00 
MECHANICAL,S1.P1.SGR.13.3,"Telephone System (including wires, conduit, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.3.1,Telephone Terminal Cabinet with 10 pairs capacity,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.3.2,Telephone outlet ,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.4,"Fire Alarm System (including wires, conduit, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.4.1,"Fire Alarm Control Panel,  2 - loop capacity,   addressable type",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.4.2,Addressable fire alarm manual station with built-in short circuit isolator,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.4.3,"Addressable fire alarm horn with flashing light & built-in short circuit isolator, WP",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.4.4,"Addressable smoke detector with built-in short circuit isolator, Optical type",???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P1.SGR.13.4.5,Addressable fire alarm horn with built-in short circuit isolator,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.4.6,"Addressable gas leak detector, Explosion proof",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.5,"Uninterruptible Power Supply System (including wires, conduit, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.5.1,"Uninterruptible Power Supply - (UPS) @ 2 KVA, 400V,  3 PH,  60 Hz with 20 Minutes Maintenance Free Back-up Batteries",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.6,"Local Area Network (LAN) System (including UTP CAT.6A cable, conduits, sleeves, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.6.1,"Rack complete with 4 ports fiber patch panel, 8 GE ports PoE + switch with 1 x 1G uplinks, and 8 ports (UTP CAT.6A) panel",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.6.2,RJ45 LAN outlet,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.7,"IP CCTV Security System (including UTP-CAT 6A cable, RJ45 outlet & connectors, conduit, uPVC sleeves, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P1.SGR.13.7.1,"Workstation for IP CCTV complete with central processing unit, 26"" LCD monitor, keyboard, and accessories.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.SGR.13.7.2,"Fixed  IP CCTV camera, WP",???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P1.SGR.13.7.3,Fixed Dome type Digital IP CCTV camera,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13,ELECTRICAL SYSTEMS,,,,,,,,, -   ,  
MECHANICAL,S1.P1.GR.13.1,        Electrical Service and Distribution (including testing and commissioning).,,,,,,,,, -   ,  
MECHANICAL,S1.P1.GR.13.1.1,"Standby Diesel Engine Generator Set 125KW-157KVA, P.F. 0.8, 400Y/230V, 3PH, 4W, 60Hz, 1800 RPM, including exhaust pipes/silencer, and all pertinent accessories.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.1.2,"Automatic Transfer Switch (ATS) @ 300 A, 4 P, 400 V, 60 Hz ",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.1.3,Electrical Branch Circuit Panelboards,,,,,,,,, -   ,  
MECHANICAL,S1.P1.GR.13.1.3.1,"Panelboard ""ELPA""",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.1.3.2,Emergency Main Distribution Panelboard (EMDP),???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.1.4,"Wires and Cables, including PVC conduits",,,,,,,,, -   ,  
MECHANICAL,S1.P1.GR.13.1.4.1,"4 - 6 + 4 G mm2 Cu / XLPE / PVC, LV",? ?,,,,,,, 10.00 , 10.00 , 10.00 
MECHANICAL,S1.P1.GR.13.1.4.2,"4 - 120 + 35 G mm2 Cu / XLPE / PVC, LV",? ?,,,,,,, 20.00 , 20.00 , 20.00 
MECHANICAL,S1.P1.GR.13.1.5,"Lighting and Branch Wiring (Wiring devices, including junction boxes, conduits, wirings, and all pertinent accessories). ",,,,,,,,, -   ,  
MECHANICAL,S1.P1.GR.13.1.5.1,"Single pole switch, 20 A, 230 V, WP",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.1.5.2,"Single pole switch, 20 A, 230 V,  2-way, 2-gang",???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P1.GR.13.1.5.3,Fan motor switch,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.1.5.4,"Single outlet 15A, 230V",???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P1.GR.13.1.5.5,"Special Purpose Outlet, 20A,  230V",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.1.6,"Interior Lighting (Lighting fixtures, including junction boxes, conduits, wirings, and all pertinent accessories). ",,,,,,,,, -   ,  
MECHANICAL,S1.P1.GR.13.1.6.1,Type G8,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P1.GR.13.1.6.2,Type N5,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.1.6.3,Emergency Pack Type G8,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.2,"Grounding and Lightning Protection System (including conduits,  exothermic bonding, boxes, testing and all pertinent accessories).",,,,,,,,, -   ,  
MECHANICAL,S1.P1.GR.13.2.1,Air Terminal (600 mm ht),???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P1.GR.13.2.2,Grounding Electrode assembly w/cast iron cover inspection pit,???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P1.GR.13.2.3,Grounding Electrode,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P1.GR.13.2.4,"Cables, including trench excavation and backfilling",,,,,,,,, -   ,  
MECHANICAL,S1.P1.GR.13.2.4.1,"10 mm2,  BCW",? ?,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P1.GR.13.2.4.2,"50 mm2,  BCW",? ?,,,,,,, 40.00 , 40.00 , 40.00 
MECHANICAL,S1.P1.GR.13.2.4.3,"120 mm2,  BCW",? ?,,,,,,, 40.00 , 40.00 , 40.00 
MECHANICAL,S1.P1.GR.13.3,"Telephone System (including wires, conduit, uPVC sleeves, boxes, testing and all pertinent accessories).",,,,,,,,, -   ,  
MECHANICAL,S1.P1.GR.13.3.1,Telephone Terminal Box,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.3.2,"Telephone outlet, flush wall mounted",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.4,"Fire Alarm System (including wires, conduit, uPVC sleeves, boxes, testing and all pertinent accessories).",,,,,,,,, -   ,  
MECHANICAL,S1.P1.GR.13.4.1,Fire Alarm pull box,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.4.2,"Fire alarm bell with flashing light & built-ins hort circuit isolator, WP",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.4.3,Fire alarm manual pull station with built-in short circuit isolator,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P1.GR.13.4.4,"Smoke detector with built-in short circuit isolator, Optical type",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13,ELECTRICAL SYSTEMS,,,,,,,,, -   ,  
MECHANICAL,S1.P6.SCB.13.1,Electrical Service and Distribution (including testing).,,,,,,,,, -   ,  
MECHANICAL,S1.P6.SCB.13.1.1,Electrical Branch Circuit Panelboards,,,,,,,,, -   ,  
MECHANICAL,S1.P6.SCB.13.1.1.1,Distribution Panelboard (DP),???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.1.2,"Panelboard ""LPA""",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.1.3,"Panelboard ""LPB""",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.1.4,"Panelboard ""LPC""",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.1.5,"Panelboard ""LPD"", with Lighting Contactors 20A, 1P, 230V Coil Voltage 230V, auto-off-hand switch and a fuse.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.2,"Wires and Cables, including uPVC sleeves and conduits",,,,,,,,, -   ,  
MECHANICAL,S1.P6.SCB.13.1.2.1,"4 - 10 + 6 G mm2 Cu / XLPE / PVC, LV",? ?,,,,,,, 25.00 , 25.00 , 25.00 
MECHANICAL,S1.P6.SCB.13.1.2.2,"4 - 25 + 10 G mm2 Cu / XLPE / PVC, LV",? ?,,,,,,, 30.00 , 30.00 , 30.00 
MECHANICAL,S1.P6.SCB.13.1.2.3,"4 - 240 + 70 G mm2 Cu / XLPE / PVC, LV",? ?,,,,,,, 11.00 , 11.00 , 11.00 
MECHANICAL,S1.P6.SCB.13.1.3,"Lighting and Branch Wiring (Wiring devices, including junction boxes, conduits, wirings and all pertinent accessories). ",,,,,,,,, -   ,  
MECHANICAL,S1.P6.SCB.13.1.3.1,"Single Pole Switch, 20 A, 230 V, WP",???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.SCB.13.1.3.2,"Single Pole Switch, 20 A, 230 V ",???,,,,,,, 11.00 , 11.00 , 11.00 
MECHANICAL,S1.P6.SCB.13.1.3.3,"Single pole switch, 20 A,  230 V,  2-gang ",???,,,,,,, 8.00 , 8.00 , 8.00 
MECHANICAL,S1.P6.SCB.13.1.3.4,"Single pole switch, 20 A, 230 V,  2-way",???,,,,,,, 8.00 , 8.00 , 8.00 
MECHANICAL,S1.P6.SCB.13.1.3.5,Fan Motor Switch,???,,,,,,, 6.00 , 6.00 , 6.00 
MECHANICAL,S1.P6.SCB.13.1.3.6,Fan motor switch with overload protection,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.1.3.7,Water Heater Switch,???,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P6.SCB.13.1.3.8,"Single outlet 15A, 230V",???,,,,,,, 18.00 , 18.00 , 18.00 
MECHANICAL,S1.P6.SCB.13.1.3.9,"Duplex outlet 15A, 230V",???,,,,,,, 9.00 , 9.00 , 9.00 
MECHANICAL,S1.P6.SCB.13.1.3.10,"Single outlet 15A, 230V, floor mounted",???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.SCB.13.1.3.11,"Duplex outlet 15 A,  230 V, Floor mounted",???,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P6.SCB.13.1.3.12,"Single 15A, 230V, GFCI",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.3.13,"Duplex 15A, 230V, GFCI",???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.SCB.13.1.3.14,"Special Purpose Outlet, 20A,  230V",???,,,,,,, 9.00 , 9.00 , 9.00 
MECHANICAL,S1.P6.SCB.13.1.3.15,"Special Purpose Outlet, 30A,  3 Phase, 400V",???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.1.3.16,Photocell,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.3.17,"CB, 15AT, 100AF, 1P,  230V,  in lockable NEMA1 enclosure ",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.3.18,Unfused Safety Switch (UFSS),,,,,,,,, -   ,  
MECHANICAL,S1.6.SC.13.1.3.18.1,"30 A, 2 P, 230 V, 30 Hz,  WP",???,,,,,,, 20.00 , 20.00 , 20.00 
MECHANICAL,S1.6.SC.13.1.3.18.2,"30 A, 3 P, 400 V, 30 Hz,  WP",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.6.SC.13.1.3.18.3,"60 A, 3 P, 400 V, 30 Hz,  WP",???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.SCB.13.1.4,"Interior Lighting (Lighting fixtures, including junction boxes, conduits, wirings and all pertinent accessories). ",,,,,,,,, -   ,  
MECHANICAL,S1.P6.SCB.13.1.4.1,Type A9,???,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P6.SCB.13.1.4.2,Type C10,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.1.4.3,Type D7,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.SCB.13.1.4.4,Type E7,???,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P6.SCB.13.1.4.5,Type E8,???,,,,,,, 17.00 , 17.00 , 17.00 
MECHANICAL,S1.P6.SCB.13.1.4.6,Type F2,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.4.7,Type G8,???,,,,,,, 12.00 , 12.00 , 12.00 
MECHANICAL,S1.P6.SCB.13.1.4.8,Type H1,???,,,,,,, 9.00 , 9.00 , 9.00 
MECHANICAL,S1.P6.SCB.13.1.4.9,Type J2,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.1.4.10,Type K2,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.1.4.11,Type K4,???,,,,,,, 12.00 , 12.00 , 12.00 
MECHANICAL,S1.P6.SCB.13.1.4.12,Type M2,???,,,,,,, 14.00 , 14.00 , 14.00 
MECHANICAL,S1.P6.SCB.13.1.4.13,Type V7,???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.SCB.13.1.4.14,Type V8,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.1.4.15,Type V10,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.SCB.13.1.4.16,Emergency Pack Type A9,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.4.17,Emergency Pack Type C10,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.4.18,Emergency Pack Type D7,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.4.19,Emergency Pack Type E7,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.4.20,Emergency Pack Type E8,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.1.4.21,Emergency Pack Type G8,???,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P6.SCB.13.1.4.22,Emergency Pack Type K2,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.1.4.23,Emergency Pack Type K4,???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.SCB.13.1.4.24,Emergency Pack Type V10,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.2,"Grounding and Lightning Protection System (including conduits,  exothermic bonding, boxes, testing and all pertinent accessories",,,,,,,,, -   ,  
MECHANICAL,S1.P6.SCB.13.2.1,Air Terminal (600 mm ht),???,,,,,,, 14.00 , 14.00 , 14.00 
MECHANICAL,S1.P6.SCB.13.2.2,Grounding Electrode Assembly w/cast iron cover inspection pit,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.2.3,Grounding Electrode,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.2.4,"Cables, including trench excavation and backfilling",,,,,,,,, -   ,  
MECHANICAL,S1.P6.SCB.13.2.4.1,"16 mm2,  BCW",? ?,,,,,,, 118.00 , 118.00 , 118.00 
MECHANICAL,S1.P6.SCB.13.2.4.2,"25 mm2,  BCW",? ?,,,,,,, 10.00 , 10.00 , 10.00 
MECHANICAL,S1.P6.SCB.13.2.4.3,"50 mm2,  BCW",? ?,,,,,,, 362.00 , 362.00 , 362.00 
MECHANICAL,S1.P6.SCB.13.3,"Fire Alarm System (including wires, conduit, uPVC sleeves, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P6.SCB.13.3.1,"Fire Alarm Control Panel,  2 - loop capacity intelligent soft addressable",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.3.2,Addressable fire alarm horn with built-in short circuit isolator,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.3.3,Addressable fire alarm manual station with built in short circuit isolator,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.SCB.13.3.4,"Addressable smoke detector with built-in short circuit isolator, Optical type",???,,,,,,, 13.00 , 13.00 , 13.00 
MECHANICAL,S1.P6.SCB.13.3.5,"Addressable heat detector with built-in short circuit isolator, Optical type",???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.SCB.13.4,"Telephone System (including wires, conduit, uPVC sleeves, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P6.SCB.13.4.1,Telephone Terminal Cabinet with 20 pairs capacity,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.SCB.13.4.2,Telephone outlet ,???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.SCB.13.4.3,"Telephone outlet , floor mounted",???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.CB.13,ELECTRICAL SYSTEMS,,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.1,Electrical Service and Distribution (including testing).,,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.1.1,Electrical Branch Circuit Panelboards,,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.1.1.1,Distribution Panelboard (DP),???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.1.1.2,"Panelboard ""LPA"", with Lighting Contactors 20A, 1P, 230V Coil Voltage 230V, auto-off-hand switch and a fuse.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.1.1.3,"Panelboard ""PPA""",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.1.2,Cable ladder,,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.1.2.1,1 x 50 mm W x 50 mm H,? ?,,,,,,, 19.00 , 19.00 , 19.00 
MECHANICAL,S1.P6.CB.13.1.2.2,1 x 100 mm W x 100 mm H,? ?,,,,,,, 14.00 , 14.00 , 14.00 
MECHANICAL,S1.P6.CB.13.1.3,"Wires and Cables, including PVC sleeves and conduits",,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.1.3.1,"4 - 6 + 6 G mm2 Cu / XLPE / PVC, LV",? ?,,,,,,, 85.00 , 85.00 , 85.00 
MECHANICAL,S1.P6.CB.13.1.3.2,"4 - 70 + 16 G mm2 Cu / XLPE / PVC, LV",? ?,,,,,,, 10.00 , 10.00 , 10.00 
MECHANICAL,S1.P6.CB.13.1.4,"Lighting and Branch Wiring (Wiring devices, including junction boxes, conduits, wirings and all pertinent accessories). ",,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.1.4.1,"Single Pole Switch, 20 A, 230 V ",???,,,,,,, 22.00 , 22.00 , 22.00 
MECHANICAL,S1.P6.CB.13.1.4.2,"Single pole switch, 20 A,  230 V,  2-gang ",???,,,,,,, 8.00 , 8.00 , 8.00 
MECHANICAL,S1.P6.CB.13.1.4.3,"Single pole switch, 20 A, 230 V,  2-way, WP",???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.CB.13.1.4.4,"Single pole switch, 20 A, 230 V,  2-way",???,,,,,,, 6.00 , 6.00 , 6.00 
MECHANICAL,S1.P6.CB.13.1.4.5,"Single pole switch, 20 A, 230 V,  Intermediate",???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.CB.13.1.4.6,"Single pole switch, 20 A, 230 V,  2-gang, 2-way",???,,,,,,, 4.00 , 4.00 , 4.00 
